Mod:Item:MetaData, Localized Name
mob_grinding_utils:fan_upgrade:2, Mob Fan Upgrade
mob_grinding_utils:absorption_upgrade:0, Absorption Radius Upgrade
mob_grinding_utils:saw_upgrade:0, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:1, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:2, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:3, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:4, Mob Masher Upgrade
mob_grinding_utils:saw_upgrade:5, Mob Masher Upgrade
mob_grinding_utils:mob_swab, Mob Swab
mob_grinding_utils:gm_chicken_feed, GM Chicken Feed
mob_grinding_utils:null_sword, Imaginary Not Here Sword
modularmachinery:itemblueprint, Machine Blueprint
modularmachinery:itemmodularium, Modularium
modularmachinery:itemconstructtool, Construct Selection Tool
modularmachinery:blockcontroller, Machine Controller
modularmachinery:blockcasing:0, Machine Casing
modularmachinery:blockcasing:1, Machine Vent
modularmachinery:blockcasing:2, Firebox Casing
modularmachinery:blockcasing:3, Machine Gearbox
modularmachinery:blockcasing:4, Reinforced Machine Casing
modularmachinery:blockcasing:5, Machine Circuitry
modularmachinery:blockinputbus:0, Tiny Item Input
modularmachinery:blockinputbus:1, Small Item Input
modularmachinery:blockinputbus:2, Normal Item Input
modularmachinery:blockinputbus:3, Reinforced Item Input
modularmachinery:blockinputbus:4, Big Item Input
modularmachinery:blockinputbus:5, Huge Item Input
modularmachinery:blockinputbus:6, Ludicrous Item Input
modularmachinery:blockoutputbus:0, Tiny Item Output
modularmachinery:blockoutputbus:1, Small Item Output
modularmachinery:blockoutputbus:2, Normal Item Output
modularmachinery:blockoutputbus:3, Reinforced Item Output
modularmachinery:blockoutputbus:4, Big Item Output
modularmachinery:blockoutputbus:5, Huge Item Output
modularmachinery:blockoutputbus:6, Ludicrous Item Output
modularmachinery:blockfluidinputhatch:0, Tiny Fluid Input Hatch
modularmachinery:blockfluidinputhatch:1, Small Fluid Input Hatch
modularmachinery:blockfluidinputhatch:2, Normal Fluid Input Hatch
modularmachinery:blockfluidinputhatch:3, Reinforced Fluid Input Hatch
modularmachinery:blockfluidinputhatch:4, Big Fluid Input Hatch
modularmachinery:blockfluidinputhatch:5, Huge Fluid Input Hatch
modularmachinery:blockfluidinputhatch:6, Ludicrous Fluid Input Hatch
modularmachinery:blockfluidinputhatch:7, Vacuum Fluid Input Hatch
modularmachinery:blockfluidoutputhatch:0, Tiny Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:1, Small Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:2, Normal Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:3, Reinforced Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:4, Big Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:5, Huge Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:6, Ludicrous Fluid Output Hatch
modularmachinery:blockfluidoutputhatch:7, Vacuum Fluid Output Hatch
modularmachinery:blockenergyinputhatch:0, Tiny Energy Input Hatch
modularmachinery:blockenergyinputhatch:1, Small Energy Input Hatch
modularmachinery:blockenergyinputhatch:2, Normal Energy Input Hatch
modularmachinery:blockenergyinputhatch:3, Reinforced Energy Input Hatch
modularmachinery:blockenergyinputhatch:4, Big Energy Input Hatch
modularmachinery:blockenergyinputhatch:5, Huge Energy Input Hatch
modularmachinery:blockenergyinputhatch:6, Ludicrous Energy Input Hatch
modularmachinery:blockenergyinputhatch:7, Ultimate Energy Input Hatch
modularmachinery:blockenergyoutputhatch:0, Tiny Energy Output Hatch
modularmachinery:blockenergyoutputhatch:1, Small Energy Output Hatch
modularmachinery:blockenergyoutputhatch:2, Normal Energy Output Hatch
modularmachinery:blockenergyoutputhatch:3, Reinforced Energy Output Hatch
modularmachinery:blockenergyoutputhatch:4, Big Energy Output Hatch
modularmachinery:blockenergyoutputhatch:5, Huge Energy Output Hatch
modularmachinery:blockenergyoutputhatch:6, Ludicrous Energy Output Hatch
modularmachinery:blockenergyoutputhatch:7, Ultimate Energy Output Hatch
modularmagic:blockwillproviderinput, Demon Will Input Hatch
modularmagic:blockwillprovideroutput, Demon Will Output Hatch
modularmagic:blocklifeessenceproviderinput, Life Essence Input Hatch
modularmagic:blocklifeessenceprovideroutput, Life Essence Output Hatch
modularmagic:blockaspectproviderinput, Essentia Input Hatch
modularmagic:blockaspectprovideroutput, Essentia Output Hatch
modularmagic:blockgridproviderinput, Grid Power Input Hatch
modularmagic:blockgridprovideroutput, Grid Power Output Hatch
modularmagic:blockrainbowprovider, Rainbow Input Hatch
modularmagic:blockstarlightproviderinput, Starlight Collector Hatch
modularmagic:blockstarlightprovideroutput, Starlight Distributor Hatch
modularmagic:blockconstellationprovider, Constellation Detector Hatch
modularmagic:blockmanaproviderinput, Mana Input Hatch
modularmagic:blockmanaprovideroutput, Mana Output Hatch
moremystcraft:traffic_cone, Safety Cone
moremystcraft:nexus_controller, Nexus Controller
moremystcraft:journey_cloth_hand, Journey Cloth
moremystcraft:journey_cloth_shell, Journey Cloth
moremystcraft:journey_cloth_spiral, Journey Cloth
moremystcraft:journey_hub_hand, Journey Hub
moremystcraft:journey_hub_shell, Journey Hub
moremystcraft:journey_hub_spiral, Journey Hub
moremystcraft:maintainer_suit, Maintainer Suit
naturescompass:naturescompass, Nature's Compass
plustic:pipe_piece:0, Fusewood Pipe Piece
plustic:pipe_piece:0, Darkwood Pipe Piece
plustic:pipe_piece:0, Bloodwood Pipe Piece
plustic:pipe_piece:0, Ghostwood Pipe Piece
plustic:pipe_piece:0, Electrical Pipe Piece
plustic:pipe_piece:0, Energetic Pipe Piece
plustic:pipe_piece:0, Vibrant Pipe Piece
plustic:pipe_piece:0, Red Pipe Piece
plustic:pipe_piece:0, Conductive Pipe Piece
plustic:pipe_piece:0, Pulsating Pipe Piece
plustic:pipe_piece:0, Dark Pipe Piece
plustic:pipe_piece:0, Souled Pipe Piece
plustic:pipe_piece:0, Pipe Piece of the End
plustic:pipe_piece:0, Fake-Iron Pipe Piece
plustic:pipe_piece:0, Naga Scale Pipe Piece
plustic:pipe_piece:0, Steeleaf Pipe Piece
plustic:pipe_piece:0, Fiery Pipe Piece
plustic:pipe_piece:0, Knightly Pipe Piece
plustic:pipe_piece:0, Wooden Pipe Piece
plustic:pipe_piece:0, Stone Pipe Piece
plustic:pipe_piece:0, Flint Pipe Piece
plustic:pipe_piece:0, Cactus Pipe Piece
plustic:pipe_piece:0, Bone Pipe Piece
plustic:pipe_piece:0, Obsidian Pipe Piece
plustic:pipe_piece:0, Prismarine Pipe Piece
plustic:pipe_piece:0, End Pipe Piece
plustic:pipe_piece:0, Paper Pipe Piece
plustic:pipe_piece:0, Sponge Pipe Piece
plustic:pipe_piece:0, Firewood Pipe Piece
plustic:pipe_piece:0, Iron Pipe Piece
plustic:pipe_piece:0, Pig Iron Pipe Piece
plustic:pipe_piece:0, Knightslime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Magma Slime Pipe Piece
plustic:pipe_piece:0, Netherrack Pipe Piece
plustic:pipe_piece:0, Cobalt Pipe Piece
plustic:pipe_piece:0, Ardite Pipe Piece
plustic:pipe_piece:0, Manyullyn Pipe Piece
plustic:pipe_piece:0, Copper Pipe Piece
plustic:pipe_piece:0, Bronze Pipe Piece
plustic:pipe_piece:0, Lead Pipe Piece
plustic:pipe_piece:0, Silver Pipe Piece
plustic:pipe_piece:0, Electrum Pipe Piece
plustic:pipe_piece:0, Steel Pipe Piece
plustic:pipe_piece:0, Abyssalnite Pipe Piece
plustic:pipe_piece:0, Refined Coralium Pipe Piece
plustic:pipe_piece:0, Dreadium Pipe Piece
plustic:pipe_piece:0, Treated Wood Pipe Piece
plustic:pipe_piece:0, Magical Wooden Pipe Piece
plustic:pipe_piece:0, Evil Infused Pipe Piece
plustic:pipe_piece:0, Enchanted Pipe Piece
plustic:pipe_piece:0, Demonic Pipe Piece
plustic:pipe_piece:0, Boron Pipe Piece
plustic:pipe_piece:0, Tough Alloy Pipe Piece
plustic:pipe_piece:0, Hard Carbon Pipe Piece
plustic:pipe_piece:0, Boron Nitride Pipe Piece
plustic:pipe_piece:0, Thorium Pipe Piece
plustic:pipe_piece:0, Uranium Pipe Piece
plustic:pipe_piece:0, Magnesium Pipe Piece
plustic:pipe_piece:0, Chocolate Pipe Piece
plustic:pipe_piece:0, Black Quartz Pipe Piece
plustic:pipe_piece:0, Restonia Crystal Pipe Piece
plustic:pipe_piece:0, Palis Crystal Pipe Piece
plustic:pipe_piece:0, Diamatine Crystal Pipe Piece
plustic:pipe_piece:0, Void Crystal Pipe Piece
plustic:pipe_piece:0, Emeradic Crystal Pipe Piece
plustic:pipe_piece:0, Enori Crystal Pipe Piece
plustic:pipe_piece:0, Sunnarium Pipe Piece
plustic:pipe_piece:0, Sky Stone Pipe Piece
plustic:pipe_piece:0, Certus Quartz Pipe Piece
plustic:pipe_piece:0, Fluix Pipe Piece
plustic:pipe_piece:0, Fluix Steel Pipe Piece
plustic:pipe_piece:0, Aquamarine Pipe Piece
plustic:pipe_piece:0, Starmetal Pipe Piece
plustic:pipe_piece:0, Crystal Matrix Pipe Piece
plustic:pipe_piece:0, Neutronium Pipe Piece
plustic:pipe_piece:0, Infinity Pipe Piece
plustic:pipe_piece:0, Bound Pipe Piece
plustic:pipe_piece:0, Sentient Pipe Piece
plustic:pipe_piece:0, Livingrock Pipe Piece
plustic:pipe_piece:0, Livingwood Pipe Piece
plustic:pipe_piece:0, Dreamwood Pipe Piece
plustic:pipe_piece:0, Manasteel Pipe Piece
plustic:pipe_piece:0, Terrasteel Pipe Piece
plustic:pipe_piece:0, Elementium Pipe Piece
plustic:pipe_piece:0, Draconium Pipe Piece
plustic:pipe_piece:0, Wyvern Pipe Piece
plustic:pipe_piece:0, Draconic Pipe Piece
plustic:pipe_piece:0, Chaotic Pipe Piece
plustic:pipe_piece:0, Litherite Pipe Piece
plustic:pipe_piece:0, Erodium Pipe Piece
plustic:pipe_piece:0, Kyronite Pipe Piece
plustic:pipe_piece:0, Pladium Pipe Piece
plustic:pipe_piece:0, Ionite Pipe Piece
plustic:pipe_piece:0, Aethium Pipe Piece
plustic:pipe_piece:0, Lonsdaleite Pipe Piece
plustic:pipe_piece:0, Mica Pipe Piece
plustic:pipe_piece:0, Apatite Pipe Piece
plustic:pipe_piece:0, Essence-Infused Pipe Piece
plustic:pipe_piece:0, Meaty Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Pink Metal Pipe Piece
plustic:pipe_piece:0, Rubber Pipe Piece
plustic:pipe_piece:0, Advanced Alloy Pipe Piece
plustic:pipe_piece:0, Energium Pipe Piece
plustic:pipe_piece:0, Carbon Fiber Pipe Piece
plustic:pipe_piece:0, Iridium Pipe Piece
plustic:pipe_piece:0, UU-Metal Pipe Piece
plustic:pipe_piece:0, Osmium Pipe Piece
plustic:pipe_piece:0, Refined Obsidian Pipe Piece
plustic:pipe_piece:0, Refined Glowstone Pipe Piece
plustic:pipe_piece:0, HDPE Pipe Piece
plustic:pipe_piece:0, Dark Matter Pipe Piece
plustic:pipe_piece:0, Red Matter Pipe Piece
plustic:pipe_piece:0, Fluxed Electrum Pipe Piece
plustic:pipe_piece:0, Flux Crystal Pipe Piece
plustic:pipe_piece:0, Gelid Enderium Pipe Piece
plustic:pipe_piece:0, Gelid Gem Pipe Piece
plustic:pipe_piece:0, Thaumium Pipe Piece
plustic:pipe_piece:0, Void Metal Pipe Piece
plustic:pipe_piece:0, Primal Metal Pipe Piece
plustic:pipe_piece:0, Amber Pipe Piece
plustic:pipe_piece:0, Tin Pipe Piece
plustic:pipe_piece:0, Aluminium Pipe Piece
plustic:pipe_piece:0, Nickel Pipe Piece
plustic:pipe_piece:0, Platinum Pipe Piece
plustic:pipe_piece:0, Invar Pipe Piece
plustic:pipe_piece:0, Constantan Pipe Piece
plustic:pipe_piece:0, Signalum Pipe Piece
plustic:pipe_piece:0, Lumium Pipe Piece
plustic:pipe_piece:0, Enderium Pipe Piece
plustic:pipe_piece:0, Mithril Pipe Piece
plustic:pipe_piece:0, Brass Pipe Piece
plustic:pipe_piece:0, Zinc Pipe Piece
plustic:pipe_piece:0, Elementium Pipe Piece
plustic:pipe_piece:0, Gaia Spirit Pipe Piece
plustic:pipe_piece:0, Yellorium Pipe Piece
plustic:pipe_piece:0, Cyanite Pipe Piece
plustic:pipe_piece:0, Blutonium Pipe Piece
plustic:pipe_piece:0, Ludicrite Pipe Piece
plustic:pipe_piece:0, Quartz Enriched Iron Pipe Piece
plustic:pipe_piece:0, Wyvern Draconium Pipe Piece
plustic:pipe_piece:0, Awakened Draconium Pipe Piece
plustic:pipe_piece:0, Chaotic Draconium Pipe Piece
plustic:pipe_piece:0, Psimetal Pipe Piece
plustic:pipe_piece:0, Psigem Pipe Piece
plustic:pipe_piece:0, Ivory Psimetal Pipe Piece
plustic:pipe_piece:0, Ebony Psimetal Pipe Piece
plustic:pipe_piece:0, Fluxed Electrum Pipe Piece
plustic:pipe_piece:0, Refined Iron Pipe Piece
plustic:pipe_piece:0, Tungsten Pipe Piece
plustic:pipe_piece:0, Titanium Pipe Piece
plustic:pipe_piece:0, Chrome Pipe Piece
plustic:pipe_piece:0, Advanced Alloy Pipe Piece
plustic:pipe_piece:0, Ruby Pipe Piece
plustic:pipe_piece:0, Sapphire Pipe Piece
plustic:pipe_piece:0, Peridot Pipe Piece
plustic:pipe_piece:0, Yellow Garnet Pipe Piece
plustic:pipe_piece:0, Red Garnet Pipe Piece
plustic:pipe_piece:0, Certus Quartz Pipe Piece
plustic:pipe_piece:0, Alumite Pipe Piece
plustic:pipe_piece:0, Malachite Pipe Piece
plustic:pipe_piece:0, Topaz Pipe Piece
plustic:pipe_piece:0, Tanzanite Pipe Piece
plustic:pipe_piece:0, Amethyst Pipe Piece
plustic:pipe_piece:0, Osgloglas Pipe Piece
plustic:pipe_piece:0, Osmiridium Pipe Piece
plustic:pipe_piece:0, Desh Pipe Piece
plustic:pipe_piece:0, Mirion Pipe Piece
plustic:pipe_piece:0, Emerald Pipe Piece
plustic:laser_medium:0, Stone Laser Medium
plustic:laser_medium:0, Prismarine Laser Medium
plustic:laser_medium:0, Blazerod Laser Medium
plustic:laser_medium:0, Endrod Laser Medium
plustic:laser_medium:0, Certus Quartz Laser Medium
plustic:laser_medium:0, Fluix Laser Medium
plustic:laser_medium:0, Starmetal Laser Medium
plustic:laser_medium:0, Infinity Laser Medium
plustic:laser_medium:0, Chaotic Laser Medium
plustic:battery_cell:0, Stone Battery Cell
plustic:battery_cell:0, Manyullyn Battery Cell
plustic:battery_cell:0, Copper Battery Cell
plustic:battery_cell:0, Silver Battery Cell
plustic:battery_cell:0, Blazerod Battery Cell
plustic:battery_cell:0, Endrod Battery Cell
plustic:battery_cell:0, Fluix Battery Cell
plustic:laser_gun, Laser Gun
plustic:katana, Katana
plustic:mirionnugget, Mirion Nugget
plustic:mirioningot, Mirion Ingot
plustic:mirionblock, Mirion Block
netherendingores:creative_tab, Creative Tab Block
netherendingores:block_end_endermite, End Stone Endermite Monster Egg
netherendingores:block_nether_netherfish, Netherrack Netherfish Monster Egg
netherendingores:ore_end_modded_1:0, End Aluminum Ore
netherendingores:ore_end_modded_1:1, End Copper Ore
netherendingores:ore_end_modded_1:2, End Iridium Ore
netherendingores:ore_end_modded_1:3, End Lead Ore
netherendingores:ore_end_modded_1:4, End Mithril Ore
netherendingores:ore_end_modded_1:5, End Nickel Ore
netherendingores:ore_end_modded_1:6, End Platinum Ore
netherendingores:ore_end_modded_1:7, End Silver Ore
netherendingores:ore_end_modded_1:8, End Tin Ore
netherendingores:ore_end_modded_1:9, End Certus Quartz Ore
netherendingores:ore_end_modded_1:10, End Charged Certus Quartz Ore
netherendingores:ore_end_modded_1:11, End Osmium Ore
netherendingores:ore_end_modded_1:12, End Uranium Ore
netherendingores:ore_end_modded_1:13, End Yellorite Ore
netherendingores:ore_end_modded_1:14, End Dilithium Ore
netherendingores:ore_end_modded_1:15, End Tritanium Ore
netherendingores:ore_end_modded_2:0, End Zinc Ore
netherendingores:ore_end_modded_2:1, End Ruby Ore
netherendingores:ore_end_modded_2:2, End Sapphire Ore
netherendingores:ore_end_modded_2:3, End Peridot Ore
netherendingores:ore_end_modded_2:4, End Electrotine Ore
netherendingores:ore_end_modded_2:5, End Ambrosium Ore
netherendingores:ore_end_modded_2:6, End Gravitite Ore
netherendingores:ore_end_modded_2:7, End Zanite Ore
netherendingores:ore_end_modded_2:8, End Arkenium Ore
netherendingores:ore_end_modded_2:9, End Icestone Ore
netherendingores:ore_end_vanilla:0, End Coal Ore
netherendingores:ore_end_vanilla:1, End Diamond Ore
netherendingores:ore_end_vanilla:2, End Emerald Ore
netherendingores:ore_end_vanilla:3, End Gold Ore
netherendingores:ore_end_vanilla:4, End Iron Ore
netherendingores:ore_end_vanilla:5, End Lapis Ore
netherendingores:ore_end_vanilla:6, End Redstone Ore
netherendingores:ore_nether_modded_1:0, Nether Aluminum Ore
netherendingores:ore_nether_modded_1:1, Nether Copper Ore
netherendingores:ore_nether_modded_1:2, Nether Iridium Ore
netherendingores:ore_nether_modded_1:3, Nether Lead Ore
netherendingores:ore_nether_modded_1:4, Nether Mithril Ore
netherendingores:ore_nether_modded_1:5, Nether Nickel Ore
netherendingores:ore_nether_modded_1:6, Nether Platinum Ore
netherendingores:ore_nether_modded_1:7, Nether Silver Ore
netherendingores:ore_nether_modded_1:8, Nether Tin Ore
netherendingores:ore_nether_modded_1:9, Nether Certus Quartz Ore
netherendingores:ore_nether_modded_1:10, Nether Charged Certus Quartz Ore
netherendingores:ore_nether_modded_1:11, Nether Osmium Ore
netherendingores:ore_nether_modded_1:12, Nether Uranium Ore
netherendingores:ore_nether_modded_1:13, Nether Yellorite Ore
netherendingores:ore_nether_modded_1:14, Nether Dilithium Ore
netherendingores:ore_nether_modded_1:15, Nether Tritanium Ore
netherendingores:ore_nether_modded_2:0, Nether Zinc Ore
netherendingores:ore_nether_modded_2:1, Nether Ruby Ore
netherendingores:ore_nether_modded_2:2, Nether Sapphire Ore
netherendingores:ore_nether_modded_2:3, Nether Peridot Ore
netherendingores:ore_nether_modded_2:4, Nether Electrotine Ore
netherendingores:ore_nether_modded_2:5, Nether Ambrosium Ore
netherendingores:ore_nether_modded_2:6, Nether Gravitite Ore
netherendingores:ore_nether_modded_2:7, Nether Zanite Ore
netherendingores:ore_nether_modded_2:8, Nether Arkenium Ore
netherendingores:ore_nether_modded_2:9, Nether Icestone Ore
netherendingores:ore_nether_vanilla:0, Nether Coal Ore
netherendingores:ore_nether_vanilla:1, Nether Diamond Ore
netherendingores:ore_nether_vanilla:2, Nether Emerald Ore
netherendingores:ore_nether_vanilla:3, Nether Gold Ore
netherendingores:ore_nether_vanilla:4, Nether Iron Ore
netherendingores:ore_nether_vanilla:5, Nether Lapis Ore
netherendingores:ore_nether_vanilla:6, Nether Redstone Ore
netherendingores:ore_other_1:0, Overworld Quartz Ore
netherendingores:ore_other_1:1, End Quartz Ore
netherendingores:ore_other_1:2, Overworld Ardite Ore
netherendingores:ore_other_1:3, End Ardite Ore
netherendingores:ore_other_1:4, Overworld Cobalt Ore
netherendingores:ore_other_1:5, End Cobalt Ore
netherendingores:ore_other_1:6, Overworld Ambrosium Ore
netherendingores:ore_other_1:7, Overworld Gravitite Ore
netherendingores:ore_other_1:8, Overworld Zanite Ore
netherendingores:ore_other_1:9, Overworld Arkenium Ore
netherendingores:ore_other_1:10, Overworld Icestone Ore
planetprogression:telescope, Telescope
planetprogression:telescope_fake_block, tile.telescope_fake_block.name
planetprogression:satellite_builder, Satellite Builder
planetprogression:satellite_controller, Satellite Controller
planetprogression:satellite_launcher, Satellite Rocket Launch Module
planetprogression:advanced_launch_pad:0, Satellite Rocket Launch Pad
planetprogression:advanced_launch_pad_full, Tier 2/3 Launch Pad
planetprogression:block_multi:0, tile.block_multi.null.name
planetprogression:item_satellite_rocket:1, Satellite Rocket
planetprogression:dish_keycard, Communication Dish Keycard
planetprogression:satellite_module_basic, Basic Satellite Module
planetprogression:satellite_basic, Basic Satellite
planetprogression:research_paper_0, item.research_paper_0.name
